skill,domain,difficulty,question_text_latex,source_directory
Lines angles and triangles,Geometry and Trigonometry,Easy,Lines $l$ and $m$ are parallel. What is the value of $x$?,../sat_with_images
Lines angles and triangles,Geometry and Trigonometry,Easy,The angles of a triangle are in the ratio 1:2:3. What is the measure of the smallest angle?,../sat_with_images
Lines angles and triangles,Geometry and Trigonometry,Easy,"In the figure, lines $j$ and $k$ are parallel and are intersected by line $t$. What is the value of $x$?",../sat_with_images
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$x^2 - 11 = 110$ \\ What is the positive solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$y = x^2$ \\ $y = 81$ \\ The graphs of the given equations in the xy-plane intersect at two points. What is the positive value of x at one of the intersection points?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"If $(x-3)^2 = 100$, what is one possible value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$|x + 6| = 14$ \\ What is the negative solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$y = 25$ \\ $x = \sqrt{y} - 2$ \\ The given equations define a solution $(x, y)$ in the xy-plane. What is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$\frac{x^2}{4} = 16$ \\ Which of the following is a solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$3x^2 = 75$ \\ What is the positive value of $x$ that satisfies the equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$|2x - 1| = 7$ \\ What is one possible solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$x^2 = y + 1$ \\ $y = 15$ \\ For the solution $(x,y)$ to the system of equations above, what is a possible value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"If $\sqrt{x+2} = 5$, what is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$y = x - 2$ \\ $y = x^2 - 8$ \\ If $(x,y)$ is a solution to the system of equations above and $x > 0$, what is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"What positive number, $x$, is a solution to the equation $(x+4)^2 = 49$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$y = x^2 + 5$ \\ $x = 3$ \\ The graphs of the given equations intersect at the point $(x, y)$ in the xy-plane. What is the value of $y$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$5 + |x| = 12$ \\ What is a possible value of $x$?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"In the equation $(a-1)^2 = 36$, $a$ is an integer. What is the smallest possible value of $a$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$x^2 - 1 = 99$ \\ Which of the following is a value of $x-1$?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$y = \sqrt{x} + 4$ \\ $x = 64$ \\ The given equations have a solution $(x,y)$. What is the value of $y$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$|x - 8| = 3$ \\ What is one possible value for $x$?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$x^2 + y = 10$ \\ $y = x^2$ \\ If $(x,y)$ is a solution to the system of equations above, what is the value of $y$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"If $x > 0$ and $x^2 - 20 = 5$, what is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$\frac{1}{2}x^2 = 18$ \\ What is the positive solution to this equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$y = x^2$ \\ $x+y=2$ \\ Which of the following is a possible value for $x$?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$k^2 + 7 = 71$ \\ What is a solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$|3x| = 21$ \\ What is one possible value of $x$?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"If $(x+10)^2=1$, which of the following could be the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$x^2 + 5 = 69$ \\ What is the positive solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$y = x^2$ \\ $y = 121$ \\ The graphs of the given equations in the xy-plane intersect at two points. What is the negative value of x at one of the intersection points?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"If $(x-6)^2 = 16$, what is one possible value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$|x+5| = 15$ \\ What is the positive solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$x = 81$ \\ $y = \sqrt{x} + 1$ \\ The given equations define a solution $(x, y)$ in the xy-plane. What is the value of $y$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$\frac{x^2}{5} = 20$ \\ Which of the following is a solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$4x^2 = 100$ \\ What is the positive value of $x$ that satisfies the equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$|3x - 2| = 10$ \\ Which of the following is a possible solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$x^2 = y - 3$ \\ $y = 19$ \\ For the solution $(x,y)$ to the system of equations above, what is a possible value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"If $\sqrt{x+5} = 6$, what is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$y = x + 3$ \\ $y = x^2 + 1$ \\ If $(x,y)$ is a solution to the system of equations above and $x > 0$, what is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"In the equation $(x+1)^2 = 81$, what is the smallest possible value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$y = x^2 - 4$ \\ $x = 5$ \\ The graphs of the given equations intersect at the point $(x, y)$ in the xy-plane. What is the value of $y$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$10 + |x| = 13$ \\ What is one possible value of $x$?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$2x^2 = 18$ \\ $y = x^2$ \\ If $(x,y)$ is a solution to the system of equations and $x>0$, what is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$x^2 + 2 = 27$ \\ If $x > 0$, what is the value of $x+1$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$y = \sqrt{x} - 3$ \\ $x = 100$ \\ The given equations have a solution $(x,y)$. What is the value of $y$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$|x - 1| = 1$ \\ What is the non-zero value for $x$?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$x^2 + y = 20$ \\ $y = 4$ \\ If $(x,y)$ is a solution to the system of equations above and $x < 0$, what is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"If $x > 0$ and $x^2 - 10 = 26$, what is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$\frac{1}{3}x^2 = 27$ \\ What is the positive solution to this equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$y = x^2$ \\ $y=x+6$ \\ If $(x,y)$ is a solution to the system of equations above where $x > 0$, what is the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$p^2 + 10 = 110$ \\ What is a solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$|5x| = 30$ \\ What is one possible value of $x$?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"If $(x-8)^2=1$, which of the following could be the value of $x$?",../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,$x^2 - 24 = 1$ \\ What is the positive solution to the given equation?,../psat
Nonlinear equations in one variable and systems of equations in two variables,Advanced Math,Easy,"$2x^2 + 10 = 82$ \\ If $x > 0$, what is the value of $x$?",../psat
